	time	range_hot	range_hot_high	range_hot_low	range_cold	range_cold_high	range_cold_low
320	2640	97.0	98.0	97.0	50.0	50.0	50.0
321	2642	97.0	98.0	97.0	50.0	50.0	50.0
322	2644	97.0	98.0	97.0	50.0	50.0	50.0
323	2646	97.0	98.0	97.0	50.0	50.0	50.0
324	2648	97.0	98.0	97.0	50.0	50.0	50.0
325	2650	97.0	98.0	97.0	50.0	50.0	50.0
326	2652	97.0	98.0	97.0	50.0	50.0	50.0
327	2654	97.0	98.0	97.0	50.0	50.0	50.0
328	2656	97.0	98.0	97.0	50.0	50.0	50.0
329	2658	98.0	98.0	97.0	50.0	50.0	50.0
330	2660	98.0	98.0	97.0	50.0	50.0	50.0
331	2662	98.0	98.0	97.0	50.0	50.0	50.0
332	2664	98.0	98.0	97.0	50.0	50.0	50.0
333	2666	98.0	98.0	97.0	50.0	50.0	50.0
334	2668	98.0	98.0	97.0	50.0	50.0	50.0
335	2670	98.0	98.0	97.0	50.0	50.0	50.0
336	2672	98.0	98.0	97.0	50.0	50.0	50.0
337	2674	98.0	98.0	97.0	50.0	50.0	50.0
338	2676	98.0	98.0	97.0	50.0	50.0	50.0
339	2678	98.0	98.0	97.0	50.0	50.0	50.0
340	2680	98.0	98.0	97.0	50.0	50.0	50.0
341	2682	98.0	98.0	97.0	50.0	50.0	50.0
342	2684	98.0	98.0	97.0	50.0	50.0	50.0
343	2686	98.0	98.0	97.0	50.0	50.0	50.0
344	2688	98.0	98.0	97.0	50.0	50.0	50.0
345	2690	98.0	98.0	97.0	50.0	50.0	50.0
346	2692	98.0	98.0	97.0	50.0	50.0	50.0
347	2694	98.0	99.0	97.0	50.0	50.0	50.0
348	2696	98.0	98.25	97.0	50.0	50.0	50.0
349	2698	98.0	98.25	97.75	50.0	50.0	50.0
350	2700	98.0	99.0	98.0	50.0	50.0	50.0
351	2702	98.0	99.0	97.75	50.0	50.0	50.0
352	2704	98.0	99.0	98.0	50.0	50.0	50.0
353	2706	98.0	99.0	98.0	50.0	50.0	50.0
354	2708	98.0	99.0	98.0	50.0	50.0	50.0
355	2710	98.0	99.0	97.75	50.0	50.0	50.0
356	2712	98.0	99.0	98.0	50.0	50.0	50.0
357	2714	98.0	99.0	97.75	50.0	50.0	50.0
358	2716	98.0	99.0	98.0	50.0	50.0	50.0
359	2718	98.0	99.0	98.0	50.0	50.0	50.0
360	2720	98.0	99.0	98.0	50.0	50.0	50.0
361	2722	98.0	99.0	98.0	50.0	50.0	50.0
362	2724	98.0	99.0	98.0	50.0	50.0	50.0
363	2726	98.0	99.0	98.0	50.0	50.0	50.0
364	2728	98.0	99.0	98.0	50.0	50.0	50.0
365	2730	98.0	99.0	98.0	50.0	50.0	50.0
366	2732	98.0	99.0	98.0	50.0	50.0	50.0
367	2734	98.0	99.0	98.0	50.0	50.0	50.0
368	2736	98.0	99.0	98.0	50.0	50.0	50.0
369	2738	98.0	99.0	98.0	50.0	50.0	50.0
370	2740	98.0	99.0	98.0	50.0	50.0	50.0
371	2742	98.0	99.0	98.0	50.0	50.0	50.0
372	2744	98.0	99.0	98.0	50.0	50.0	50.0
373	2746	98.0	99.0	98.0	50.0	50.0	50.0
374	2748	98.0	99.0	98.0	50.0	50.0	50.0
375	2750	98.0	99.0	98.0	50.0	50.0	50.0
376	2752	98.5	99.0	98.0	50.0	50.0	50.0
377	2754	98.5	99.0	98.0	50.0	50.0	50.0
378	2756	98.5	99.0	98.0	50.0	50.0	50.0
379	2758	98.0	99.0	98.0	50.0	50.0	50.0
380	2760	99.0	99.0	98.0	50.0	50.0	50.0
381	2762	99.0	99.0	98.0	50.0	50.0	50.0
382	2764	99.0	99.0	98.0	50.0	50.0	50.0
383	2766	99.0	99.0	98.0	50.0	50.0	50.0
384	2768	99.0	99.0	98.0	50.0	50.0	50.0
385	2770	99.0	99.0	98.0	50.0	50.0	50.0
386	2772	99.0	99.0	98.0	50.0	50.0	50.0
